CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
53033032203,Washington,King County,1,6638,2344,0,32,0.48,0,0,0,0,0,0,2.4,160595,1,1,1,1,1,0,0,0,3150,5444,3150,95,198,95,5444,82.01,198,2.98,1576,23.74,418,6.29,4354,65.59,71,1.06,793,11.95,12,0.18,15,0.23,200,3.02,174,2.62,0,0,10,0.43,3150,47.46,95,1.44,876,13.2,270,4.07,2670,40.22,52,0.79,301,4.54,1,0.02,10,0.15,116,1.74,85,1.29,0,0,6,0.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,352,1894,487,5124,92,1112,13,17,280,244,0,15
53033032207,Washington,King County,1,3254,1137,0,0,0,0,0,0,0,0,0,2.3,174167,1,1,1,1,1,0,0,0,1095,2361,1095,157,207,157,2361,72.57,207,6.36,666,20.46,239,7.35,1960,60.24,13,0.41,274,8.42,0,0,9,0.29,104,3.2,103,3.17,18,1.63,7,0.62,1095,33.66,157,4.83,271,8.33,148,4.54,917,28.17,8,0.26,120,3.68,0,0,4,0.12,47,1.43,42,1.3,8,0.71,3,0.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,273,909,335,2661,26,407,0,14,146,145,30,11
53033032208,Washington,King County,1,7936,3725,0,138,1.74,0,0,0,0,1,0,4.5,145929,1,1,1,1,1,0,0,1,2528,6820,2528,322,818,322,6820,85.94,818,10.3,1345,16.95,1811,22.82,5565,70.12,57,0.71,935,11.78,6,0.08,26,0.32,232,2.92,250,3.15,120,3.21,59,1.59,2528,31.86,322,4.06,529,6.67,673,8.48,2130,26.84,13,0.16,293,3.69,2,0.03,12,0.15,78,0.99,79,0.99,30,0.81,21,0.57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1186,1570,1946,6359,75,1185,6,31,280,314,158,78
53033032210,Washington,King County,0,10572,3864,0,6,0.06,0,0,0,0,0,0,6,132146,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,9263,87.61,654,6.19,2885,27.29,366,3.47,6232,58.95,134,1.27,2345,22.18,9,0.09,23,0.22,519,4.91,425,4.02,79,2.05,198,5.14,4204,39.77,128,1.22,1299,12.28,214,2.03,3149,29.79,50,0.47,795,7.52,2,0.02,11,0.11,197,1.87,181,1.71,10,0.26,88,2.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1478,3202,401,7037,157,2723,15,27,613,501,203,330
53033032211,Washington,King County,1,4803,1663,0,7,0.15,0,0,0,0,0,0,1.5,158963,1,1,1,1,1,0,0,0,735,3776,735,17,84,17,3776,78.61,84,1.76,1135,23.63,228,4.75,2698,56.17,36,0.75,841,17.51,9,0.2,8,0.17,183,3.81,134,2.79,0,0,10,0.63,735,15.29,17,0.35,211,4.4,54,1.13,560,11.67,7,0.14,134,2.78,1,0.01,3,0.07,30,0.62,21,0.45,0,0,2,0.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114,1491,257,3380,59,1092,17,10,245,191,0,14
53033032212,Washington,King County,1,7787,2777,0,0,0,0,0,0,0,0,0,2.6,164063,0,1,0,1,0,0,0,0,93,4958,93,2,191,2,4958,63.68,191,2.46,1540,19.78,227,2.92,3528,45.31,82,1.05,1049,13.47,2,0.03,16,0.2,282,3.62,285,3.67,19,0.67,34,1.22,93,1.2,2,0.02,31,0.4,3,0.04,60,0.77,1,0.01,29,0.37,0,0,1,0.01,3,0.03,2,0.03,0,0.02,1,0.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,314,2466,332,5333,108,1862,11,19,454,446,30,53
53033032213,Washington,King County,1,4376,1388,0,5,0.11,0,0,0,0,0,0,0.1,175046,1,1,1,1,1,0,0,0,4311,4376,4311,116,118,116,4376,100,118,2.69,1504,34.37,237,5.42,3563,81.42,25,0.57,597,13.64,0,0,14,0.32,177,4.04,166,3.79,29,2.07,18,1.33,4311,98.52,116,2.66,1484,33.92,233,5.34,3503,80.06,25,0.57,594,13.58,0,0,14,0.32,175,4,164,3.74,29,2.07,18,1.31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114,1504,237,3563,25,597,0,14,177,166,28,20
53033032214,Washington,King County,1,6264,1952,0,7,0.11,0,0,0,0,0,0,1.6,181597,1,1,1,1,1,0,0,0,2431,5861,2431,97,207,97,5861,93.57,207,3.31,2148,34.29,187,2.99,3506,55.97,82,1.31,2003,31.97,2,0.03,15,0.25,253,4.04,201,3.2,18,0.94,34,1.73,2431,38.8,97,1.54,934,14.91,92,1.47,1493,23.83,36,0.57,807,12.88,0,0,5,0.08,90,1.43,86,1.37,7,0.35,13,0.68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,222,2285,205,3786,84,2099,2,19,274,212,20,38
53033032215,Washington,King County,0,4629,1316,0,0,0,0,0,0,0,0,0,4.1,219375,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,4629,100,329,7.11,1848,39.92,154,3.33,3208,69.3,39,0.84,1168,25.23,4,0.09,6,0.13,204,4.41,177,3.82,0,0,0,0,4463,96.41,315,6.8,1792,38.72,145,3.14,3083,66.59,38,0.82,1136,24.54,3,0.06,4,0.09,199,4.31,175,3.78,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,354,1848,154,3208,39,1168,4,6,204,177,0,0
53033032307,Washington,King County,1,6368,2184,0,2,0.03,0,0,0,0,0,0,2.2,166607,1,1,1,1,1,0,0,0,2856,5235,2856,170,267,170,5235,82.21,267,4.19,1349,21.18,424,6.66,4678,73.46,46,0.72,223,3.5,10,0.16,23,0.37,254,3.99,208,3.26,20,0.91,26,1.21,2856,44.84,170,2.67,743,11.66,207,3.25,2571,40.37,16,0.25,124,1.94,6,0.09,11,0.17,129,2.02,104,1.64,9,0.4,14,0.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,263,1646,518,5714,50,252,14,28,310,275,19,32
53033032309,Washington,King County,1,5212,2589,0,126,2.42,0,0,0,0,0,0,7.3,134688,0,1,0,1,0,0,0,0,169,700,169,8,41,8,700,13.44,41,0.79,166,3.18,57,1.09,472,9.05,10,0.19,181,3.47,1,0.02,1,0.02,36,0.68,48,0.92,7,0.27,8,0.33,169,3.24,8,0.16,51,0.98,21,0.4,147,2.82,1,0.02,15,0.28,0,0,1,0.01,5,0.1,9,0.18,0,0,2,0.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1137,779,708,3399,82,1422,6,10,293,314,722,123
53033032311,Washington,King County,1,5837,2001,0,0,0,0,0,0,0,0,0,1.3,138750,1,1,1,1,1,0,0,0,4600,5657,4600,413,616,413,5657,96.92,616,10.56,1503,25.75,413,7.07,5109,87.52,39,0.67,223,3.83,10,0.17,24,0.41,252,4.32,209,3.58,29,1.45,0,0,4600,78.81,413,7.08,1258,21.55,326,5.58,4155,71.19,33,0.57,202,3.46,5,0.09,18,0.31,186,3.18,147,2.51,19,0.93,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,832,1550,421,5269,41,229,10,24,264,220,35,0
53033032313,Washington,King County,1,5576,2392,0,1,0.02,0,0,0,0,1,0,4.7,127014,1,1,1,1,1,0,0,1,753,4708,753,90,484,90,4708,84.44,484,8.68,1112,19.95,297,5.33,2605,46.72,71,1.26,1657,29.71,7,0.12,18,0.32,351,6.3,490,8.78,131,5.48,47,1.95,753,13.5,90,1.62,188,3.37,84,1.5,635,11.38,2,0.03,63,1.14,0,0,1,0.02,52,0.93,38,0.68,17,0.72,7,0.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,665,1286,388,3093,78,1973,7,22,403,580,169,60
53033032315,Washington,King County,1,5256,1879,0,0,0,0,0,0,0,0,0,3.3,163919,1,1,1,1,1,0,0,0,4570,5080,4570,402,448,402,5080,96.65,448,8.52,1379,26.24,362,6.9,4598,87.49,21,0.4,217,4.13,8,0.15,13,0.25,223,4.23,199,3.78,6,0.34,48,2.56,4570,86.95,402,7.64,1222,23.24,340,6.47,4136,78.7,19,0.36,196,3.72,8,0.15,12,0.23,199,3.78,187,3.56,6,0.34,44,2.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,470,1432,375,4748,21,233,8,13,233,209,7,54
53033032316,Washington,King County,1,5495,1798,0,0,0,0,0,0,0,0,0,2.7,190395,1,1,1,1,1,0,0,0,5335,5495,5335,386,405,386,5495,100,405,7.37,1753,31.9,388,7.06,4191,76.27,37,0.67,985,17.93,1,0.02,11,0.2,270,4.91,197,3.59,16,0.88,9,0.52,5335,97.08,386,7.03,1699,30.91,376,6.85,4085,74.33,37,0.67,947,17.24,1,0.02,8,0.15,257,4.67,195,3.55,16,0.88,9,0.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,413,1753,388,4191,37,985,1,11,270,197,16,10
53033032317,Washington,King County,1,6038,2119,0,16,0.26,0,0,0,0,0,0,2.9,183141,1,1,1,1,1,0,0,0,2314,4853,2314,140,235,140,4853,80.37,235,3.89,1378,22.82,365,6.04,4114,68.14,36,0.6,483,7.99,2,0.03,13,0.21,205,3.4,169,2.8,3,0.13,49,2.29,2314,38.32,140,2.33,623,10.32,248,4.1,1983,32.84,23,0.38,229,3.79,2,0.03,2,0.03,76,1.25,50,0.82,0,0,24,1.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,325,1711,403,4997,47,672,3,16,303,269,31,64
53033032318,Washington,King County,1,5646,1857,0,8,0.14,0,0,0,0,0,0,2,186544,1,1,1,1,1,0,0,0,924,4939,924,39,223,39,4939,87.47,223,3.96,1622,28.72,181,3.21,3587,63.53,51,0.91,1010,17.89,4,0.08,14,0.25,272,4.83,224,3.96,17,0.92,22,1.19,924,16.37,39,0.69,299,5.29,38,0.67,734,13.01,10,0.18,130,2.31,0,0,3,0.05,47,0.83,35,0.61,4,0.21,4,0.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,268,1824,207,4043,61,1207,5,15,315,258,22,30
53033032319,Washington,King County,1,4703,2253,0,22,0.47,0,0,0,0,0,0,5,108886,1,1,1,1,1,0,0,0,703,2484,703,29,172,29,2484,52.82,172,3.66,631,13.42,256,5.45,2062,43.83,28,0.6,254,5.41,7,0.15,10,0.2,123,2.62,136,2.89,54,2.39,47,2.08,703,14.94,29,0.62,185,3.92,89,1.88,619,13.17,6,0.12,44,0.94,0,0,4,0.08,30,0.64,19,0.4,1,0.06,12,0.52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,632,962,713,3882,80,376,12,19,334,426,313,135
53033032320,Washington,King County,1,4205,1426,0,22,0.52,0,0,0,0,0,0,1.5,174310,1,1,1,1,1,0,0,0,3852,4112,3852,125,135,125,4112,97.78,135,3.2,1076,25.6,440,10.46,3644,86.65,36,0.85,215,5.11,9,0.21,21,0.5,188,4.46,128,3.05,15,1.02,32,2.26,3852,91.6,125,2.97,1009,24,410,9.76,3407,81.03,31,0.73,200,4.76,9,0.21,21,0.5,184,4.37,112,2.66,13,0.92,30,2.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,1106,448,3721,36,224,9,21,194,139,17,36
53033032321,Washington,King County,1,4959,1607,0,47,0.95,0,0,0,0,0,0,2.7,213536,1,1,1,1,1,0,0,0,3372,4676,3372,134,169,134,4676,94.29,169,3.41,1389,28.01,336,6.78,3433,69.24,23,0.46,993,20.03,5,0.1,8,0.16,213,4.3,202,4.07,19,1.15,0,0,3372,68,134,2.7,947,19.1,270,5.45,2703,54.5,12,0.23,504,10.17,0,0,5,0.1,148,2.99,142,2.86,13,0.8,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,249,1483,354,3591,25,1102,5,9,227,219,21,0
53033032322,Washington,King County,1,3344,1129,0,5,0.15,0,0,0,0,0,0,0.3,178969,1,1,1,1,1,0,0,0,2940,3344,2940,74,87,74,3344,100,87,2.61,957,28.62,193,5.77,2834,84.75,26,0.78,323,9.66,2,0.06,12,0.36,147,4.4,89,2.66,0,0,9,0.75,2940,87.91,74,2.21,841,25.15,169,5.05,2511,75.09,23,0.68,274,8.21,0,0.01,8,0.25,123,3.68,77,2.3,0,0,8,0.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,957,193,2834,26,323,2,12,147,89,0,9
53033032323,Washington,King County,1,5483,2059,0,49,0.89,0,0,0,0,1,0,3.3,157591,1,1,1,1,1,0,0,1,1435,4037,1435,36,178,36,4037,73.62,178,3.24,1062,19.37,631,11.51,3114,56.8,46,0.83,652,11.9,3,0.05,11,0.2,210,3.84,172,3.13,146,7.08,0,0,1435,26.18,36,0.66,374,6.82,160,2.92,1146,20.91,10,0.18,203,3.7,1,0.02,8,0.14,68,1.24,56,1.01,32,1.57,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,254,1436,662,4043,62,1066,10,12,290,253,163,0
53033032324,Washington,King County,1,5053,2103,0,9,0.18,0,0,0,0,0,0,4.4,125750,0,1,0,1,0,0,0,0,26,2233,26,2,164,2,2233,44.19,164,3.25,613,12.12,204,4.04,1800,35.63,41,0.8,236,4.66,0,0,14,0.28,143,2.82,155,3.07,24,1.14,52,2.46,26,0.51,2,0.03,8,0.15,1,0.02,21,0.41,0,0.01,3,0.06,0,0,0,0,2,0.03,2,0.04,0,0.01,1,0.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,609,1167,430,3772,95,740,3,36,407,421,131,141
53033032325,Washington,King County,1,5791,2339,0,46,0.79,0,0,0,0,1,0,10.4,109152,0,1,0,1,0,0,0,1,NULL,5264,NULL,NULL,970,NULL,5264,90.89,970,16.76,1375,23.75,207,3.57,3323,57.39,150,2.59,1160,20.03,16,0.27,27,0.46,587,10.14,643,11.1,117,5,206,8.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1010,1498,238,3674,164,1253,16,28,656,720,112,220
53033032326,Washington,King County,1,3762,1334,0,0,0,0,0,0,0,0,0,5.9,215530,1,1,1,1,1,0,0,0,2540,3332,2540,153,271,153,3332,88.57,271,7.2,904,24.03,411,10.93,2933,77.95,16,0.43,216,5.73,2,0.05,17,0.45,149,3.95,142,3.78,87,6.54,38,2.89,2540,67.51,153,4.07,723,19.22,220,5.84,2232,59.34,15,0.39,170,4.53,2,0.05,12,0.31,109,2.89,96,2.54,25,1.9,27,2.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,326,1050,434,3138,21,249,3,19,332,410,105,44
53033032327,Washington,King County,1,3834,1791,0,0,0,0,0,0,0,0,0,2,119830,1,1,1,1,1,0,0,0,2244,3477,2244,138,223,138,3477,90.7,223,5.81,510,13.29,1166,30.42,3119,81.34,26,0.68,246,6.42,2,0.05,3,0.08,81,2.12,66,1.71,8,0.46,16,0.88,2244,58.52,138,3.59,451,11.76,506,13.19,1993,51.97,21,0.55,163,4.26,2,0.05,1,0.03,64,1.66,52,1.36,4,0.24,9,0.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,275,510,1395,3452,28,262,2,3,87,70,11,20
53033032328,Washington,King County,1,3245,1080,0,7,0.22,0,0,0,0,0,0,3.6,167373,1,1,1,1,1,0,0,0,2605,3108,2605,284,321,284,3108,95.78,321,9.89,874,26.92,206,6.36,2734,84.26,22,0.68,183,5.63,2,0.06,8,0.25,159,4.9,130,4.01,17,1.58,22,2.06,2605,80.26,284,8.76,743,22.9,174,5.35,2300,70.89,15,0.47,155,4.79,2,0.06,5,0.15,127,3.91,102,3.14,17,1.58,19,1.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,357,909,217,2847,26,192,2,8,170,140,18,24
